"COPidName","pd_2019_P","DataPackCode","DataPackFilename","DataPackTabName","indicator","numeratorDenom","Modality","KeyPop","KnownNewStatus","NewExistingART","Indication","TBStatus","pregBF","VMMCTechnique","Age","AggregatedAge","AggregatedAgeFlag","Sex","HIVStatus","otherDisagg","IMPATT"
"HTS_TST|N|TA|VCT||||||||Unknown Age|Unknown Age||Male|Negative|","mbKsLDUVcst.YcXbNpQVqTA",,,,"HTS_TST","N","VCT","","","","","","","","Unknown Age","Unknown Age","","Male","Negative","",FALSE
"HTS_TST|N|TA|VCT||||||||Unknown Age|Unknown Age||Male|Positive|","mbKsLDUVcst.EpuxXtY71JG",,,,"HTS_TST","N","VCT","","","","","","","","Unknown Age","Unknown Age","","Male","Positive","",FALSE
"HTS_TST|N|TA|VCTMod||||||||<1|<15||Unknown Sex|Negative|","GarvN4V2EGD.DszsJew1vQA","hts_tst_vctmod_u1_unk_neg_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","<1","<15","","Unknown Sex","Negative","",FALSE
"HTS_TST|N|TA|VCTMod||||||||<1|<15||Unknown Sex|Positive|","GarvN4V2EGD.tP2mjgakLVn","hts_tst_vctmod_u1_unk_pos_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","<1","<15","","Unknown Sex","Positive","",FALSE
"HTS_TST|N|TA|VCTMod||||||||1-9|<15||Unknown Sex|Negative|","GarvN4V2EGD.BSQvgbaINGZ","hts_tst_vctmod_0109_unk_neg_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","1-9","<15","","Unknown Sex","Negative","",FALSE
"HTS_TST|N|TA|VCTMod||||||||1-9|<15||Unknown Sex|Positive|","GarvN4V2EGD.VP9O0ao9MmZ","hts_tst_vctmod_0109_unk_pos_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","1-9","<15","","Unknown Sex","Positive","",FALSE
"HTS_TST|N|TA|VCTMod||||||||10-14|<15||Female|Negative|","GarvN4V2EGD.pz7dlDGQssH","hts_tst_vctmod_1014_f_neg_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","10-14","<15","","Female","Negative","",FALSE
"HTS_TST|N|TA|VCTMod||||||||10-14|<15||Female|Positive|","GarvN4V2EGD.sDHZqlgc0lv","hts_tst_vctmod_1014_f_pos_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","10-14","<15","","Female","Positive","",FALSE
"HTS_TST|N|TA|VCTMod||||||||10-14|<15||Male|Negative|","GarvN4V2EGD.lfHFCxROkNE","hts_tst_vctmod_1014_m_neg_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","10-14","<15","","Male","Negative","",FALSE
"HTS_TST|N|TA|VCTMod||||||||10-14|<15||Male|Positive|","GarvN4V2EGD.GscVGDNCdwR","hts_tst_vctmod_1014_m_pos_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","10-14","<15","","Male","Positive","",FALSE
"HTS_TST|N|TA|VCTMod||||||||15-19|15+||Female|Negative|","GarvN4V2EGD.BOxW7hCTSjX","hts_tst_vctmod_1519_f_neg_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","15-19","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|VCTMod||||||||15-19|15+||Female|Positive|","GarvN4V2EGD.HEpqnVEHzUA","hts_tst_vctmod_1519_f_pos_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","15-19","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|VCTMod||||||||15-19|15+||Male|Negative|","GarvN4V2EGD.H250HduQyXi","hts_tst_vctmod_1519_m_neg_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","15-19","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VCTMod||||||||15-19|15+||Male|Positive|","GarvN4V2EGD.SyBPyzv8HTC","hts_tst_vctmod_1519_m_pos_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","15-19","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VCTMod||||||||20-24|15+||Female|Negative|","GarvN4V2EGD.ZAVOIaOudWw","hts_tst_vctmod_2024_f_neg_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","20-24","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|VCTMod||||||||20-24|15+||Female|Positive|","GarvN4V2EGD.FLlJURwLmAe","hts_tst_vctmod_2024_f_pos_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","20-24","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|VCTMod||||||||20-24|15+||Male|Negative|","GarvN4V2EGD.RWG4YLNHEdA","hts_tst_vctmod_2024_m_neg_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","20-24","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VCTMod||||||||20-24|15+||Male|Positive|","GarvN4V2EGD.lZiQLcYoM7M","hts_tst_vctmod_2024_m_pos_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","20-24","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VCTMod||||||||25-29|15+||Female|Negative|","GarvN4V2EGD.LIuHxfndMvN","hts_tst_vctmod_2529_f_neg_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","25-29","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|VCTMod||||||||25-29|15+||Female|Positive|","GarvN4V2EGD.qF9q6ImcE4Q","hts_tst_vctmod_2529_f_pos_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","25-29","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|VCTMod||||||||25-29|15+||Male|Negative|","GarvN4V2EGD.DX5hOcGmzO4","hts_tst_vctmod_2529_m_neg_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","25-29","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VCTMod||||||||25-29|15+||Male|Positive|","GarvN4V2EGD.zJAFlhIuWgH","hts_tst_vctmod_2529_m_pos_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","25-29","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VCTMod||||||||30-34|15+||Female|Negative|","GarvN4V2EGD.g4X5YaSBkbt","hts_tst_vctmod_3034_f_neg_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","30-34","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|VCTMod||||||||30-34|15+||Female|Positive|","GarvN4V2EGD.nm4ngD1r1hU","hts_tst_vctmod_3034_f_pos_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","30-34","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|VCTMod||||||||30-34|15+||Male|Negative|","GarvN4V2EGD.X6qWVyu9XoN","hts_tst_vctmod_3034_m_neg_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","30-34","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VCTMod||||||||30-34|15+||Male|Positive|","GarvN4V2EGD.SYFxsQKDZB6","hts_tst_vctmod_3034_m_pos_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","30-34","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VCTMod||||||||35-39|15+||Female|Negative|","GarvN4V2EGD.xrbKLtiVPLr","hts_tst_vctmod_3539_f_neg_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","35-39","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|VCTMod||||||||35-39|15+||Female|Positive|","GarvN4V2EGD.XpcFo6dVPT4","hts_tst_vctmod_3539_f_pos_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","35-39","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|VCTMod||||||||35-39|15+||Male|Negative|","GarvN4V2EGD.V6sMmLkODqf","hts_tst_vctmod_3539_m_neg_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","35-39","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VCTMod||||||||35-39|15+||Male|Positive|","GarvN4V2EGD.K5N6EXwJKhq","hts_tst_vctmod_3539_m_pos_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","35-39","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VCTMod||||||||40-49|15+||Female|Negative|","GarvN4V2EGD.SdpT6lSiyCM","hts_tst_vctmod_4049_f_neg_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","40-49","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|VCTMod||||||||40-49|15+||Female|Positive|","GarvN4V2EGD.RHmkwEYAkor","hts_tst_vctmod_4049_f_pos_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","40-49","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|VCTMod||||||||40-49|15+||Male|Negative|","GarvN4V2EGD.HBu2SwE1QoF","hts_tst_vctmod_4049_m_neg_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","40-49","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VCTMod||||||||40-49|15+||Male|Positive|","GarvN4V2EGD.j98NBCtzxly","hts_tst_vctmod_4049_m_pos_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","40-49","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VCTMod||||||||50+|15+||Female|Negative|","GarvN4V2EGD.flyE54cGOkr","hts_tst_vctmod_o50_f_neg_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","50+","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|VCTMod||||||||50+|15+||Female|Positive|","GarvN4V2EGD.dZYJREDXbfa","hts_tst_vctmod_o50_f_pos_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","50+","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|VCTMod||||||||50+|15+||Male|Negative|","GarvN4V2EGD.HSpL3hSBx6F","hts_tst_vctmod_o50_m_neg_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","50+","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VCTMod||||||||50+|15+||Male|Positive|","GarvN4V2EGD.h3WrcUxOPZ2","hts_tst_vctmod_o50_m_pos_ta","HTS_DisaggTool","VCTMod","HTS_TST","N","VCTMod","","","","","","","","50+","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VCTMod||||||||Unknown Age|Unknown Age||Female|Negative|","GarvN4V2EGD.ZhN7dAZVzds",,,,"HTS_TST","N","VCTMod","","","","","","","","Unknown Age","Unknown Age","","Female","Negative","",FALSE
"HTS_TST|N|TA|VCTMod||||||||Unknown Age|Unknown Age||Female|Positive|","GarvN4V2EGD.VaLrzNohtN9",,,,"HTS_TST","N","VCTMod","","","","","","","","Unknown Age","Unknown Age","","Female","Positive","",FALSE
"HTS_TST|N|TA|VCTMod||||||||Unknown Age|Unknown Age||Male|Negative|","GarvN4V2EGD.YcXbNpQVqTA",,,,"HTS_TST","N","VCTMod","","","","","","","","Unknown Age","Unknown Age","","Male","Negative","",FALSE
"HTS_TST|N|TA|VCTMod||||||||Unknown Age|Unknown Age||Male|Positive|","GarvN4V2EGD.EpuxXtY71JG",,,,"HTS_TST","N","VCTMod","","","","","","","","Unknown Age","Unknown Age","","Male","Positive","",FALSE
"HTS_TST|N|TA|VMMC||||||||<1|<15||Male|Negative|","ubHGKtOMQpD.LZ7TnACnsH8","hts_tst_vmmc_u1_m_neg_ta","HTS_DisaggTool","VMMC","HTS_TST","N","VMMC","","","","","","","","<1","<15","","Male","Negative","",FALSE
"HTS_TST|N|TA|VMMC||||||||<1|<15||Male|Positive|","ubHGKtOMQpD.CCCmxx95vaO","hts_tst_vmmc_u1_m_pos_ta","HTS_DisaggTool","VMMC","HTS_TST","N","VMMC","","","","","","","","<1","<15","","Male","Positive","",FALSE
"HTS_TST|N|TA|VMMC||||||||1-9|<15||Male|Negative|","ubHGKtOMQpD.gOlr0PolmQT","hts_tst_vmmc_0109_unk_neg_ta","HTS_DisaggTool","VMMC","HTS_TST","N","VMMC","","","","","","","","1-9","<15","","Male","Negative","",FALSE
"HTS_TST|N|TA|VMMC||||||||1-9|<15||Male|Positive|","ubHGKtOMQpD.zYWHqkVtz9o","hts_tst_vmmc_0109_m_pos_ta","HTS_DisaggTool","VMMC","HTS_TST","N","VMMC","","","","","","","","1-9","<15","","Male","Positive","",FALSE
"HTS_TST|N|TA|VMMC||||||||10-14|<15||Male|Negative|","ubHGKtOMQpD.qKitNWFt06M","hts_tst_vmmc_1014_m_neg_ta","HTS_DisaggTool","VMMC","HTS_TST","N","VMMC","","","","","","","","10-14","<15","","Male","Negative","",FALSE
"HTS_TST|N|TA|VMMC||||||||10-14|<15||Male|Positive|","ubHGKtOMQpD.sBhLPZp6hob","hts_tst_vmmc_1014_m_pos_ta","HTS_DisaggTool","VMMC","HTS_TST","N","VMMC","","","","","","","","10-14","<15","","Male","Positive","",FALSE
"HTS_TST|N|TA|VMMC||||||||15-19|15+||Male|Negative|","ubHGKtOMQpD.uLuOu2WNqlm","hts_tst_vmmc_1519_m_neg_ta","HTS_DisaggTool","VMMC","HTS_TST","N","VMMC","","","","","","","","15-19","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VMMC||||||||15-19|15+||Male|Positive|","ubHGKtOMQpD.gdGNbafH1me","hts_tst_vmmc_1519_m_pos_ta","HTS_DisaggTool","VMMC","HTS_TST","N","VMMC","","","","","","","","15-19","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VMMC||||||||20-24|15+||Male|Negative|","ubHGKtOMQpD.QuUkNRGIPTk","hts_tst_vmmc_2024_m_neg_ta","HTS_DisaggTool","VMMC","HTS_TST","N","VMMC","","","","","","","","20-24","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VMMC||||||||20-24|15+||Male|Positive|","ubHGKtOMQpD.cQEtX9xN6Ae","hts_tst_vmmc_2024_m_pos_ta","HTS_DisaggTool","VMMC","HTS_TST","N","VMMC","","","","","","","","20-24","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VMMC||||||||25-29|15+||Male|Negative|","ubHGKtOMQpD.VzF5uf6sbST","hts_tst_vmmc_2529_m_neg_ta","HTS_DisaggTool","VMMC","HTS_TST","N","VMMC","","","","","","","","25-29","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VMMC||||||||25-29|15+||Male|Positive|","ubHGKtOMQpD.MNs5s9U8u99","hts_tst_vmmc_2529_m_pos_ta","HTS_DisaggTool","VMMC","HTS_TST","N","VMMC","","","","","","","","25-29","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VMMC||||||||30-34|15+||Male|Negative|","ubHGKtOMQpD.xAmW96SzVVl","hts_tst_vmmc_3034_m_neg_ta","HTS_DisaggTool","VMMC","HTS_TST","N","VMMC","","","","","","","","30-34","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VMMC||||||||30-34|15+||Male|Positive|","ubHGKtOMQpD.ZNb0Yzz4zmh","hts_tst_vmmc_3034_m_pos_ta","HTS_DisaggTool","VMMC","HTS_TST","N","VMMC","","","","","","","","30-34","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VMMC||||||||35-39|15+||Male|Negative|","ubHGKtOMQpD.Q0xpKnkpGCv","hts_tst_vmmc_3539_m_neg_ta","HTS_DisaggTool","VMMC","HTS_TST","N","VMMC","","","","","","","","35-39","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VMMC||||||||35-39|15+||Male|Positive|","ubHGKtOMQpD.jEuKFgraYeT","hts_tst_vmmc_3539_m_pos_ta","HTS_DisaggTool","VMMC","HTS_TST","N","VMMC","","","","","","","","35-39","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VMMC||||||||40-49|15+||Male|Negative|","ubHGKtOMQpD.LdCXtPUKRZD","hts_tst_vmmc_4049_m_neg_ta","HTS_DisaggTool","VMMC","HTS_TST","N","VMMC","","","","","","","","40-49","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VMMC||||||||40-49|15+||Male|Positive|","ubHGKtOMQpD.SxWRNpzm5Z8","hts_tst_vmmc_4049_m_pos_ta","HTS_DisaggTool","VMMC","HTS_TST","N","VMMC","","","","","","","","40-49","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VMMC||||||||50+|15+||Male|Negative|","ubHGKtOMQpD.vVG7kWrT6XH","hts_tst_vmmc_o50_m_neg_ta","HTS_DisaggTool","VMMC","HTS_TST","N","VMMC","","","","","","","","50+","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VMMC||||||||50+|15+||Male|Positive|","ubHGKtOMQpD.NzPMuOoqaeo","hts_tst_vmmc_o50_m_pos_ta","HTS_DisaggTool","VMMC","HTS_TST","N","VMMC","","","","","","","","50+","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VMMC||||||||Unknown Age|Unknown Age||Male|Negative|","ubHGKtOMQpD.SZC7hEBeH0g",,,,"HTS_TST","N","VMMC","","","","","","","","Unknown Age","Unknown Age","","Male","Negative","",FALSE
"HTS_TST|N|TA|VMMC||||||||Unknown Age|Unknown Age||Male|Positive|","ubHGKtOMQpD.mAtkkU83vKU",,,,"HTS_TST","N","VMMC","","","","","","","","Unknown Age","Unknown Age","","Male","Positive","",FALSE
"IMPATT_HIV_PREV|||||||||||<15|<15|AgeAggregated|Female||","lJtpR5byqps.Pv51tDz8wHc",,,,"IMPATT_HIV_PREV","","","","","","","","","","<15","<15","AgeAggregated","Female","","",TRUE
"IMPATT_HIV_PREV|||||||||||<15|<15|AgeAggregated|Male||","lJtpR5byqps.sGE1IjFYNjF",,,,"IMPATT_HIV_PREV","","","","","","","","","","<15","<15","AgeAggregated","Male","","",TRUE
"IMPATT_HIV_PREV||||||||||||||||","oaMXnW47aYP.HllvX50cXC0",,,,"IMPATT_HIV_PREV","","","","","","","","","","","","","","","",TRUE
"IMPATT_HIV_PREV||||||||||||||Female||","T0Ol7W7IYHW.bHhcxwpICvc",,,,"IMPATT_HIV_PREV","","","","","","","","","","","","","Female","","",TRUE
"IMPATT_HIV_PREV||||||||||||||Male||","T0Ol7W7IYHW.pKlxpSVb56h",,,,"IMPATT_HIV_PREV","","","","","","","","","","","","","Male","","",TRUE
"IMPATT_HIV_PREV|||||||||||15+|15+|AgeAggregated|Female||","lJtpR5byqps.NxWS31FH6DC",,,,"IMPATT_HIV_PREV","","","","","","","","","","15+","15+","AgeAggregated","Female","","",TRUE
"IMPATT_HIV_PREV|||||||||||15+|15+|AgeAggregated|Male||","lJtpR5byqps.aXiCuDLkhT1",,,,"IMPATT_HIV_PREV","","","","","","","","","","15+","15+","AgeAggregated","Male","","",TRUE
"IMPATT_PLHIV|||||||||||<15|<15|AgeAggregated|Female|Positive|","VprOvRGKX9r.Pv51tDz8wHc",,,,"IMPATT_PLHIV","","","","","","","","","","<15","<15","AgeAggregated","Female","Positive","",TRUE
"IMPATT_PLHIV|||||||||||<15|<15|AgeAggregated|Male|Positive|","VprOvRGKX9r.sGE1IjFYNjF",,,,"IMPATT_PLHIV","","","","","","","","","","<15","<15","AgeAggregated","Male","Positive","",TRUE
"IMPATT_PLHIV|||||||||||||||Positive|","rORzrY9rpQ1.HllvX50cXC0","plhiv_fy19","DisaggTool","IMPATT Table","IMPATT_PLHIV","","","","","","","","","","","","","","Positive","",TRUE
"IMPATT_PLHIV||||||||||||||Female|Positive|","fEQmyA7ml3y.bHhcxwpICvc",,,,"IMPATT_PLHIV","","","","","","","","","","","","","Female","Positive","",TRUE
"IMPATT_PLHIV||||||||||||||Male|Positive|","fEQmyA7ml3y.pKlxpSVb56h",,,,"IMPATT_PLHIV","","","","","","","","","","","","","Male","Positive","",TRUE
"IMPATT_PLHIV|||||||||||15+|15+|AgeAggregated|Female|Positive|","VprOvRGKX9r.NxWS31FH6DC",,,,"IMPATT_PLHIV","","","","","","","","","","15+","15+","AgeAggregated","Female","Positive","",TRUE
"IMPATT_PLHIV|||||||||||15+|15+|AgeAggregated|Male|Positive|","VprOvRGKX9r.aXiCuDLkhT1",,,,"IMPATT_PLHIV","","","","","","","","","","15+","15+","AgeAggregated","Male","Positive","",TRUE
"IMPATT_POP_EST|||||||||||<15|<15||Female||","KssDaTsGWnS.cX4HaaoluZT",,,,"IMPATT_POP_EST","","","","","","","","","","<15","<15","","Female","","",TRUE
"IMPATT_POP_EST|||||||||||<15|<15||Male||","KssDaTsGWnS.jcHxHYrpHC1",,,,"IMPATT_POP_EST","","","","","","","","","","<15","<15","","Male","","",TRUE
"IMPATT_POP_EST||||||||||||||||","SHNgKGGA3Wv.HllvX50cXC0",,,,"IMPATT_POP_EST","","","","","","","","","","","","","","","",TRUE
"IMPATT_POP_EST||||||||||||||Female||","pvU0HGy95rB.bHhcxwpICvc",,,,"IMPATT_POP_EST","","","","","","","","","","","","","Female","","",TRUE
"IMPATT_POP_EST||||||||||||||Male||","pvU0HGy95rB.pKlxpSVb56h",,,,"IMPATT_POP_EST","","","","","","","","","","","","","Male","","",TRUE
"IMPATT_POP_EST|||||||||||15-29|15+||Female||","KssDaTsGWnS.SDbAuPLwtvL",,,,"IMPATT_POP_EST","","","","","","","","","","15-29","15+","","Female","","",TRUE
"IMPATT_POP_EST|||||||||||15-29|15+||Male||","KssDaTsGWnS.tzaZ9iq5CXg",,,,"IMPATT_POP_EST","","","","","","","","","","15-29","15+","","Male","","",TRUE
"IMPATT_POP_EST|||||||||||30+|15+||Female||","KssDaTsGWnS.kFAb2AG7EHD",,,,"IMPATT_POP_EST","","","","","","","","","","30+","15+","","Female","","",TRUE
"IMPATT_POP_EST|||||||||||30+|15+||Male||","KssDaTsGWnS.XaWTOlz4Fdz",,,,"IMPATT_POP_EST","","","","","","","","","","30+","15+","","Male","","",TRUE
"KP_MAT|N|DSD||||||||||||Female||","M8X43kHIBp9.bHhcxwpICvc","kp_mat_f_dsd","DisaggTool","Already Alloc Targets","KP_MAT","N","","","","","","","","","","","","Female","","",FALSE
"KP_MAT|N|DSD||||||||||||Male||","M8X43kHIBp9.pKlxpSVb56h","kp_mat_m_dsd","DisaggTool","Already Alloc Targets","KP_MAT","N","","","","","","","","","","","","Male","","",FALSE
"KP_MAT|N|TA||||||||||||Female||","ijbDx5FqtKT.bHhcxwpICvc","kp_mat_f_ta","DisaggTool","Already Alloc Targets","KP_MAT","N","","","","","","","","","","","","Female","","",FALSE
"KP_MAT|N|TA||||||||||||Male||","ijbDx5FqtKT.pKlxpSVb56h","kp_mat_m_ta","DisaggTool","Already Alloc Targets","KP_MAT","N","","","","","","","","","","","","Male","","",FALSE
"KP_PREV|N|DSD||FSW||||||||||Female||","xfKNY4c4L7d.AkPJat3QJAW","kp_prev_fsw_dsd","DisaggTool","Already Alloc Targets","KP_PREV","N","","FSW","","","","","","","","","","Female","","",FALSE
"KP_PREV|N|DSD||MSM not SW||||||||||Male||","xfKNY4c4L7d.H4zDlK3nU3e","kp_prev_msm_notsw_dsd","DisaggTool","Already Alloc Targets","KP_PREV","N","","MSM not SW","","","","","","","","","","Male","","",FALSE
"KP_PREV|N|DSD||MSM SW||||||||||Male||","xfKNY4c4L7d.uPSmoMfxrjX","kp_prev_msm_sw_dsd","DisaggTool","Already Alloc Targets","KP_PREV","N","","MSM SW","","","","","","","","","","Male","","",FALSE
"KP_PREV|N|DSD||People in prisons and other enclosed settings||||||||||||","xfKNY4c4L7d.gO96NV54yD4","kp_prev_prison_dsd","DisaggTool","Already Alloc Targets","KP_PREV","N","","People in prisons and other enclosed settings","","","","","","","","","","","","",FALSE
"KP_PREV|N|DSD||PWID||||||||||Female||","xfKNY4c4L7d.rpwKzAIR5f4","kp_prev_f_pwid_dsd","DisaggTool","Already Alloc Targets","KP_PREV","N","","PWID","","","","","","","","","","Female","","",FALSE
"KP_PREV|N|DSD||PWID||||||||||Male||","xfKNY4c4L7d.S4ixSeMtEoZ","kp_prev_m_pwid_dsd","DisaggTool","Already Alloc Targets","KP_PREV","N","","PWID","","","","","","","","","","Male","","",FALSE
"KP_PREV|N|DSD||TG not SW||||||||||||","xfKNY4c4L7d.edBMVgUohvf","kp_prev_tg_notsw_dsd","DisaggTool","Already Alloc Targets","KP_PREV","N","","TG not SW","","","","","","","","","","","","",FALSE
"KP_PREV|N|DSD||TG SW||||||||||||","xfKNY4c4L7d.fRj8O5iNQlV","kp_prev_tg_sw_dsd","DisaggTool","Already Alloc Targets","KP_PREV","N","","TG SW","","","","","","","","","","","","",FALSE
"KP_PREV|N|TA||FSW||||||||||Female||","FnpQBx6AqTr.AkPJat3QJAW","kp_prev_fsw_ta","DisaggTool","Already Alloc Targets","KP_PREV","N","","FSW","","","","","","","","","","Female","","",FALSE
"KP_PREV|N|TA||MSM not SW||||||||||Male||","FnpQBx6AqTr.H4zDlK3nU3e","kp_prev_msm_notsw_ta","DisaggTool","Already Alloc Targets","KP_PREV","N","","MSM not SW","","","","","","","","","","Male","","",FALSE
"KP_PREV|N|TA||MSM SW||||||||||Male||","FnpQBx6AqTr.uPSmoMfxrjX","kp_prev_msm_sw_ta","DisaggTool","Already Alloc Targets","KP_PREV","N","","MSM SW","","","","","","","","","","Male","","",FALSE
"KP_PREV|N|TA||People in prisons and other enclosed settings||||||||||||","FnpQBx6AqTr.gO96NV54yD4","kp_prev_prison_ta","DisaggTool","Already Alloc Targets","KP_PREV","N","","People in prisons and other enclosed settings","","","","","","","","","","","","",FALSE
"KP_PREV|N|TA||PWID||||||||||Female||","FnpQBx6AqTr.rpwKzAIR5f4","kp_prev_f_pwid_ta","DisaggTool","Already Alloc Targets","KP_PREV","N","","PWID","","","","","","","","","","Female","","",FALSE
"KP_PREV|N|TA||PWID||||||||||Male||","FnpQBx6AqTr.S4ixSeMtEoZ","kp_prev_m_pwid_ta","DisaggTool","Already Alloc Targets","KP_PREV","N","","PWID","","","","","","","","","","Male","","",FALSE
"KP_PREV|N|TA||TG not SW||||||||||||","FnpQBx6AqTr.edBMVgUohvf","kp_prev_tg_notsw_ta","DisaggTool","Already Alloc Targets","KP_PREV","N","","TG not SW","","","","","","","","","","","","",FALSE
"KP_PREV|N|TA||TG SW||||||||||||","FnpQBx6AqTr.fRj8O5iNQlV","kp_prev_tg_sw_ta","DisaggTool","Already Alloc Targets","KP_PREV","N","","TG SW","","","","","","","","","","","","",FALSE
"OVC_HIVSTAT|N|DSD||||||||||||||","Hz1XOmHVGxF.HllvX50cXC0","ovc_hivstat_dsd","DisaggTool","Already Alloc Targets","OVC_HIVSTAT","N","","","","","","","","","","","","","","",FALSE
"OVC_HIVSTAT|N|TA||||||||||||||","l1MHNC4mzQk.HllvX50cXC0","ovc_hivstat_ta","DisaggTool","Already Alloc Targets","OVC_HIVSTAT","N","","","","","","","","","","","","","","",FALSE
"OVC_SERV|N|DSD|||||||||<1|<15||Unknown Sex||","GouaUtErIre.opSfGj5EGb9","ovc_serv_u1_unk_dsd","DisaggTool","OVC_SERV","OVC_SERV","N","","","","","","","","","<1","<15","","Unknown Sex","","",FALSE
