DataPackKey,DataPackCode,DataPackFilename,DataPackTabName,indicator,numeratorDenom,Modality,KeyPop,KnownNewStatus,NewExistingART,Indication,TBStatus,pregBF,VMMCTechnique,Age,AggregatedAge,AggregatedAgeFlag,Sex,HIVStatus,otherDisagg,IMPATT
PrEP_NEW|N|||||||||||||||FALSE,D_prep_new_fy19,DisaggTool,PrEP_NEW,PrEP_NEW,N,,,,,,,,,,,,,,,FALSE
PrEP_NEW|N|||||||||15-19|15+||Female|||FALSE,prep_new_1519_f,DisaggTool,PrEP_NEW,PrEP_NEW,N,,,,,,,,,15-19,15+,,Female,,,FALSE
PrEP_NEW|N|||||||||15-19|15+||Male|||FALSE,prep_new_1519_m,DisaggTool,PrEP_NEW,PrEP_NEW,N,,,,,,,,,15-19,15+,,Male,,,FALSE
PrEP_NEW|N|||||||||20-24|15+||Female|||FALSE,prep_new_2024_f,DisaggTool,PrEP_NEW,PrEP_NEW,N,,,,,,,,,20-24,15+,,Female,,,FALSE
PrEP_NEW|N|||||||||20-24|15+||Male|||FALSE,prep_new_2024_m,DisaggTool,PrEP_NEW,PrEP_NEW,N,,,,,,,,,20-24,15+,,Male,,,FALSE
PrEP_NEW|N|||||||||25-29|15+||Female|||FALSE,prep_new_2529_f,DisaggTool,PrEP_NEW,PrEP_NEW,N,,,,,,,,,25-29,15+,,Female,,,FALSE
PrEP_NEW|N|||||||||25-29|15+||Male|||FALSE,prep_new_2529_m,DisaggTool,PrEP_NEW,PrEP_NEW,N,,,,,,,,,25-29,15+,,Male,,,FALSE
PrEP_NEW|N|||||||||30-34|15+||Female|||FALSE,prep_new_3034_f,DisaggTool,PrEP_NEW,PrEP_NEW,N,,,,,,,,,30-34,15+,,Female,,,FALSE
PrEP_NEW|N|||||||||30-34|15+||Male|||FALSE,prep_new_3034_m,DisaggTool,PrEP_NEW,PrEP_NEW,N,,,,,,,,,30-34,15+,,Male,,,FALSE
PrEP_NEW|N|||||||||35-39|15+||Female|||FALSE,prep_new_3539_f,DisaggTool,PrEP_NEW,PrEP_NEW,N,,,,,,,,,35-39,15+,,Female,,,FALSE
PrEP_NEW|N|||||||||35-39|15+||Male|||FALSE,prep_new_3539_m,DisaggTool,PrEP_NEW,PrEP_NEW,N,,,,,,,,,35-39,15+,,Male,,,FALSE
PrEP_NEW|N|||||||||40-49|15+||Female|||FALSE,prep_new_4049_f,DisaggTool,PrEP_NEW,PrEP_NEW,N,,,,,,,,,40-49,15+,,Female,,,FALSE
PrEP_NEW|N|||||||||40-49|15+||Male|||FALSE,prep_new_4049_m,DisaggTool,PrEP_NEW,PrEP_NEW,N,,,,,,,,,40-49,15+,,Male,,,FALSE
PrEP_NEW|N|||||||||50+|15+||Female|||FALSE,prep_new_o50_f,DisaggTool,PrEP_NEW,PrEP_NEW,N,,,,,,,,,50+,15+,,Female,,,FALSE
PrEP_NEW|N|||||||||50+|15+||Male|||FALSE,prep_new_o50_m,DisaggTool,PrEP_NEW,PrEP_NEW,N,,,,,,,,,50+,15+,,Male,,,FALSE
PrEP_NEW|N||FSW||||||||||Female|||FALSE,prep_new_fsw,DisaggTool,PrEP_NEW,PrEP_NEW,N,,FSW,,,,,,,,,,Female,,,FALSE
PrEP_NEW|N||MSM||||||||||Male|||FALSE,prep_new_msm,DisaggTool,PrEP_NEW,PrEP_NEW,N,,MSM,,,,,,,,,,Male,,,FALSE
PrEP_NEW|N||Other Key Populations|||||||||||||FALSE,prep_new_oth_kp,DisaggTool,PrEP_NEW,PrEP_NEW,N,,Other Key Populations,,,,,,,,,,,,,FALSE
PrEP_NEW|N||TG|||||||||||||FALSE,prep_new_tg,DisaggTool,PrEP_NEW,PrEP_NEW,N,,TG,,,,,,,,,,,,,FALSE
TB_ART|N||||||TB Positive|||<15|<15|AgeAggregated|Female|Positive||FALSE,tb_art_u15_f_pos,DisaggTool,TB_ART,TB_ART,N,,,,,,TB Positive,,,<15,<15,AgeAggregated,Female,Positive,,FALSE
TB_ART|N||||||TB Positive|||<15|<15|AgeAggregated|Male|Positive||FALSE,tb_art_u15_m_pos,DisaggTool,TB_ART,TB_ART,N,,,,,,TB Positive,,,<15,<15,AgeAggregated,Male,Positive,,FALSE
TB_ART|N||||||TB Positive|||||||Positive||FALSE,D_tb_art_fy19,DisaggTool,TB_ART,TB_ART,N,,,,,,TB Positive,,,,,,,Positive,,FALSE
TB_ART|N||||||TB Positive|||15+|15+|AgeAggregated|Female|Positive||FALSE,tb_art_o15_f_pos,DisaggTool,TB_ART,TB_ART,N,,,,,,TB Positive,,,15+,15+,AgeAggregated,Female,Positive,,FALSE
TB_ART|N||||||TB Positive|||15+|15+|AgeAggregated|Male|Positive||FALSE,tb_art_o15_m_pos,DisaggTool,TB_ART,TB_ART,N,,,,,,TB Positive,,,15+,15+,AgeAggregated,Male,Positive,,FALSE
TB_PREV|D|||||||||<15|<15|AgeAggregated|Female|Positive||FALSE,tb_prev_D_u15_f_pos,DisaggTool,TB_PREV,TB_PREV,D,,,,,,,,,<15,<15,AgeAggregated,Female,Positive,,FALSE
TB_PREV|D|||||||||<15|<15|AgeAggregated|Male|Positive||FALSE,tb_prev_D_u15_m_pos,DisaggTool,TB_PREV,TB_PREV,D,,,,,,,,,<15,<15,AgeAggregated,Male,Positive,,FALSE
TB_PREV|D|||||||||||||Positive||FALSE,D_tb_prev_D_fy19,DisaggTool,TB_PREV,TB_PREV,D,,,,,,,,,,,,,Positive,,FALSE
TB_PREV|D|||||||||15+|15+|AgeAggregated|Female|Positive||FALSE,tb_prev_D_o15_f_pos,DisaggTool,TB_PREV,TB_PREV,D,,,,,,,,,15+,15+,AgeAggregated,Female,Positive,,FALSE
TB_PREV|D|||||||||15+|15+|AgeAggregated|Male|Positive||FALSE,tb_prev_D_o15_m_pos,DisaggTool,TB_PREV,TB_PREV,D,,,,,,,,,15+,15+,AgeAggregated,Male,Positive,,FALSE
TB_PREV|D||||Already|||||||||Positive|Alternative TPT Regimen|FALSE,tb_prev_D_alt_tpt_life_already_pos,DisaggTool,TB_PREV,TB_PREV,D,,,,Already,,,,,,,,,Positive,Alternative TPT Regimen,FALSE
TB_PREV|D||||Already|||||||||Positive|IPT|FALSE,tb_prev_D_ipt_life_already_pos,DisaggTool,TB_PREV,TB_PREV,D,,,,Already,,,,,,,,,Positive,IPT,FALSE
TB_PREV|D||||New|||||||||Positive|Alternative TPT Regimen|FALSE,tb_prev_D_alt_tpt_life_new_pos,DisaggTool,TB_PREV,TB_PREV,D,,,,New,,,,,,,,,Positive,Alternative TPT Regimen,FALSE
TB_PREV|D||||New|||||||||Positive|IPT|FALSE,tb_prev_D_ipt_life_new_pos,DisaggTool,TB_PREV,TB_PREV,D,,,,New,,,,,,,,,Positive,IPT,FALSE
TB_PREV|N|||||||||<15|<15|AgeAggregated|Female|Positive||FALSE,tb_prev_u15_f_pos,DisaggTool,TB_PREV,TB_PREV,N,,,,,,,,,<15,<15,AgeAggregated,Female,Positive,,FALSE
TB_PREV|N|||||||||<15|<15|AgeAggregated|Male|Positive||FALSE,tb_prev_u15_m_pos,DisaggTool,TB_PREV,TB_PREV,N,,,,,,,,,<15,<15,AgeAggregated,Male,Positive,,FALSE
TB_PREV|N|||||||||||||Positive||FALSE,D_tb_prev_fy19,DisaggTool,TB_PREV,TB_PREV,N,,,,,,,,,,,,,Positive,,FALSE
TB_PREV|N|||||||||15+|15+|AgeAggregated|Female|Positive||FALSE,tb_prev_o15_f_pos,DisaggTool,TB_PREV,TB_PREV,N,,,,,,,,,15+,15+,AgeAggregated,Female,Positive,,FALSE
TB_PREV|N|||||||||15+|15+|AgeAggregated|Male|Positive||FALSE,tb_prev_o15_m_pos,DisaggTool,TB_PREV,TB_PREV,N,,,,,,,,,15+,15+,AgeAggregated,Male,Positive,,FALSE
TB_PREV|N||||Already|||||||||Positive|Alternative TPT Regimen|FALSE,tb_prev_alt_tpt_life_already_pos,DisaggTool,TB_PREV,TB_PREV,N,,,,Already,,,,,,,,,Positive,Alternative TPT Regimen,FALSE
TB_PREV|N||||Already|||||||||Positive|IPT|FALSE,tb_prev_ipt_life_already_pos,DisaggTool,TB_PREV,TB_PREV,N,,,,Already,,,,,,,,,Positive,IPT,FALSE
TB_PREV|N||||New|||||||||Positive|Alternative TPT Regimen|FALSE,tb_prev_alt_tpt_life_new_pos,DisaggTool,TB_PREV,TB_PREV,N,,,,New,,,,,,,,,Positive,Alternative TPT Regimen,FALSE
TB_PREV|N||||New|||||||||Positive|IPT|FALSE,tb_prev_ipt_life_new_pos,DisaggTool,TB_PREV,TB_PREV,N,,,,New,,,,,,,,,Positive,IPT,FALSE
TB_STAT|D||||||TB Positive|||<15|<15|AgeAggregated|Female|||FALSE,tb_stat_D_u15_f,DisaggTool,TB_STAT,TB_STAT,D,,,,,,TB Positive,,,<15,<15,AgeAggregated,Female,,,FALSE
TB_STAT|D||||||TB Positive|||<15|<15|AgeAggregated|Male|||FALSE,tb_stat_D_u15_m,DisaggTool,TB_STAT,TB_STAT,D,,,,,,TB Positive,,,<15,<15,AgeAggregated,Male,,,FALSE
TB_STAT|D||||||TB Positive|||||||||FALSE,D_tb_stat_D_fy19,DisaggTool,TB_STAT,TB_STAT,D,,,,,,TB Positive,,,,,,,,,FALSE
TB_STAT|D||||||TB Positive|||15+|15+|AgeAggregated|Female|||FALSE,tb_stat_D_o15_f,DisaggTool,TB_STAT,TB_STAT,D,,,,,,TB Positive,,,15+,15+,AgeAggregated,Female,,,FALSE
TB_STAT|D||||||TB Positive|||15+|15+|AgeAggregated|Male|||FALSE,tb_stat_D_o15_m,DisaggTool,TB_STAT,TB_STAT,D,,,,,,TB Positive,,,15+,15+,AgeAggregated,Male,,,FALSE
TB_STAT|N||||||TB Positive|||<15|<15|AgeAggregated|Female|||FALSE,tb_stat_u15_f_newneg,DisaggTool,TB_STAT,TB_STAT,N,,,,,,TB Positive,,,<15,<15,AgeAggregated,Female,,,FALSE
TB_STAT|N||||||TB Positive|||<15|<15|AgeAggregated|Male|||FALSE,tb_stat_u15_m_newneg,DisaggTool,TB_STAT,TB_STAT,N,,,,,,TB Positive,,,<15,<15,AgeAggregated,Male,,,FALSE
TB_STAT|N||||||TB Positive|||||||||FALSE,D_tb_stat_fy19,DisaggTool,TB_STAT,TB_STAT,N,,,,,,TB Positive,,,,,,,,,FALSE
TB_STAT|N||||||TB Positive|||15+|15+|AgeAggregated|Female|||FALSE,tb_stat_o15_f_newneg,DisaggTool,TB_STAT,TB_STAT,N,,,,,,TB Positive,,,15+,15+,AgeAggregated,Female,,,FALSE
TB_STAT|N||||||TB Positive|||15+|15+|AgeAggregated|Male|||FALSE,tb_stat_o15_m_newneg,DisaggTool,TB_STAT,TB_STAT,N,,,,,,TB Positive,,,15+,15+,AgeAggregated,Male,,,FALSE
TX_CURR|N|||||||||<1|<15||Unknown Sex|Positive||FALSE,tx_curr_u1_unk_pos,DisaggTool,TX_CURR,TX_CURR,N,,,,,,,,,<1,<15,,Unknown Sex,Positive,,FALSE
TX_CURR|N|||||||||||||Positive||FALSE,D_tx_curr_fy19,DisaggTool,TX_CURR,TX_CURR,N,,,,,,,,,,,,,Positive,,FALSE
TX_CURR|N|||||||||1-9|<15||Unknown Sex|Positive||FALSE,tx_curr_0109_unk_pos,DisaggTool,TX_CURR,TX_CURR,N,,,,,,,,,1-9,<15,,Unknown Sex,Positive,,FALSE
TX_CURR|N|||||||||10-14|<15||Female|Positive||FALSE,tx_curr_1014_f_pos,DisaggTool,TX_CURR,TX_CURR,N,,,,,,,,,10-14,<15,,Female,Positive,,FALSE
TX_CURR|N|||||||||10-14|<15||Male|Positive||FALSE,tx_curr_1014_m_pos,DisaggTool,TX_CURR,TX_CURR,N,,,,,,,,,10-14,<15,,Male,Positive,,FALSE
TX_CURR|N|||||||||15-19|15+||Female|Positive||FALSE,tx_curr_1519_f_pos,DisaggTool,TX_CURR,TX_CURR,N,,,,,,,,,15-19,15+,,Female,Positive,,FALSE
TX_CURR|N|||||||||15-19|15+||Male|Positive||FALSE,tx_curr_1519_m_pos,DisaggTool,TX_CURR,TX_CURR,N,,,,,,,,,15-19,15+,,Male,Positive,,FALSE
TX_CURR|N|||||||||20-24|15+||Female|Positive||FALSE,tx_curr_2024_f_pos,DisaggTool,TX_CURR,TX_CURR,N,,,,,,,,,20-24,15+,,Female,Positive,,FALSE
TX_CURR|N|||||||||20-24|15+||Male|Positive||FALSE,tx_curr_2024_m_pos,DisaggTool,TX_CURR,TX_CURR,N,,,,,,,,,20-24,15+,,Male,Positive,,FALSE
TX_CURR|N|||||||||25-29|15+||Female|Positive||FALSE,tx_curr_2529_f_pos,DisaggTool,TX_CURR,TX_CURR,N,,,,,,,,,25-29,15+,,Female,Positive,,FALSE
TX_CURR|N|||||||||25-29|15+||Male|Positive||FALSE,tx_curr_2529_m_pos,DisaggTool,TX_CURR,TX_CURR,N,,,,,,,,,25-29,15+,,Male,Positive,,FALSE
TX_CURR|N|||||||||30-34|15+||Female|Positive||FALSE,tx_curr_3034_f_pos,DisaggTool,TX_CURR,TX_CURR,N,,,,,,,,,30-34,15+,,Female,Positive,,FALSE
TX_CURR|N|||||||||30-34|15+||Male|Positive||FALSE,tx_curr_3034_m_pos,DisaggTool,TX_CURR,TX_CURR,N,,,,,,,,,30-34,15+,,Male,Positive,,FALSE
TX_CURR|N|||||||||35-39|15+||Female|Positive||FALSE,tx_curr_3539_f_pos,DisaggTool,TX_CURR,TX_CURR,N,,,,,,,,,35-39,15+,,Female,Positive,,FALSE
TX_CURR|N|||||||||35-39|15+||Male|Positive||FALSE,tx_curr_3539_m_pos,DisaggTool,TX_CURR,TX_CURR,N,,,,,,,,,35-39,15+,,Male,Positive,,FALSE
TX_CURR|N|||||||||40-49|15+||Female|Positive||FALSE,tx_curr_4049_f_pos,DisaggTool,TX_CURR,TX_CURR,N,,,,,,,,,40-49,15+,,Female,Positive,,FALSE
TX_CURR|N|||||||||40-49|15+||Male|Positive||FALSE,tx_curr_4049_m_pos,DisaggTool,TX_CURR,TX_CURR,N,,,,,,,,,40-49,15+,,Male,Positive,,FALSE
TX_CURR|N|||||||||50+|15+||Female|Positive||FALSE,tx_curr_o50_f_pos,DisaggTool,TX_CURR,TX_CURR,N,,,,,,,,,50+,15+,,Female,Positive,,FALSE
TX_CURR|N|||||||||50+|15+||Male|Positive||FALSE,tx_curr_o50_m_pos,DisaggTool,TX_CURR,TX_CURR,N,,,,,,,,,50+,15+,,Male,Positive,,FALSE
TX_NEW|N|||||||||<1|<15||Unknown Sex|Positive||FALSE,tx_new_u01_unk_pos,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,,,<1,<15,,Unknown Sex,Positive,,FALSE
TX_NEW|N|||||||||||||Positive||FALSE,D_tx_new_fy19,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,,,,,,,Positive,,FALSE
TX_NEW|N|||||||||1-9|<15||Unknown Sex|Positive||FALSE,tx_new_0109_unk_pos,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,,,1-9,<15,,Unknown Sex,Positive,,FALSE
TX_NEW|N|||||||||10-14|<15||Female|Positive||FALSE,tx_new_1014_f_pos,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,,,10-14,<15,,Female,Positive,,FALSE
TX_NEW|N|||||||||10-14|<15||Male|Positive||FALSE,tx_new_1014_m_pos,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,,,10-14,<15,,Male,Positive,,FALSE
TX_NEW|N|||||||||15-19|15+||Female|Positive||FALSE,tx_new_1519_f_pos,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,,,15-19,15+,,Female,Positive,,FALSE
TX_NEW|N|||||||||15-19|15+||Male|Positive||FALSE,tx_new_1519_m_pos,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,,,15-19,15+,,Male,Positive,,FALSE
TX_NEW|N|||||||||20-24|15+||Female|Positive||FALSE,tx_new_2024_f_pos,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,,,20-24,15+,,Female,Positive,,FALSE
TX_NEW|N|||||||||20-24|15+||Male|Positive||FALSE,tx_new_2024_m_pos,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,,,20-24,15+,,Male,Positive,,FALSE
TX_NEW|N|||||||||25-29|15+||Female|Positive||FALSE,tx_new_2529_f_pos,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,,,25-29,15+,,Female,Positive,,FALSE
TX_NEW|N|||||||||25-29|15+||Male|Positive||FALSE,tx_new_2529_m_pos,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,,,25-29,15+,,Male,Positive,,FALSE
TX_NEW|N|||||||||30-34|15+||Female|Positive||FALSE,tx_new_3034_f_pos,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,,,30-34,15+,,Female,Positive,,FALSE
TX_NEW|N|||||||||30-34|15+||Male|Positive||FALSE,tx_new_3034_m_pos,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,,,30-34,15+,,Male,Positive,,FALSE
TX_NEW|N|||||||||35-39|15+||Female|Positive||FALSE,tx_new_3539_f_pos,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,,,35-39,15+,,Female,Positive,,FALSE
TX_NEW|N|||||||||35-39|15+||Male|Positive||FALSE,tx_new_3539_m_pos,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,,,35-39,15+,,Male,Positive,,FALSE
TX_NEW|N|||||||||40-49|15+||Female|Positive||FALSE,tx_new_4049_f_pos,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,,,40-49,15+,,Female,Positive,,FALSE
TX_NEW|N|||||||||40-49|15+||Male|Positive||FALSE,tx_new_4049_m_pos,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,,,40-49,15+,,Male,Positive,,FALSE
TX_NEW|N|||||||||50+|15+||Female|Positive||FALSE,tx_new_o50_f_pos,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,,,50+,15+,,Female,Positive,,FALSE
TX_NEW|N|||||||||50+|15+||Male|Positive||FALSE,tx_new_o50_m_pos,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,,,50+,15+,,Male,Positive,,FALSE
TX_NEW|N|||||||Breastfeeding||||||Positive||FALSE,tx_new_bf_pos,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,Breastfeeding,,,,,,Positive,,FALSE
TX_NEW|N|||||||Pregnant||||||Positive||FALSE,tx_new_preg_pos,DisaggTool,TX_NEW,TX_NEW,N,,,,,,,Pregnant,,,,,,Positive,,FALSE
TX_NEW|N||FSW||||||||||Female|Positive||FALSE,tx_new_fsw_pos,DisaggTool,TX_NEW,TX_NEW,N,,FSW,,,,,,,,,,Female,Positive,,FALSE
TX_NEW|N||MSM||||||||||Male|Positive||FALSE,tx_new_msm_pos,DisaggTool,TX_NEW,TX_NEW,N,,MSM,,,,,,,,,,Male,Positive,,FALSE
TX_NEW|N||People in prisons and other enclosed settings|||||||||||Positive||FALSE,tx_new_prison_pos,DisaggTool,TX_NEW,TX_NEW,N,,People in prisons and other enclosed settings,,,,,,,,,,,Positive,,FALSE
TX_NEW|N||PWID|||||||||||Positive||FALSE,tx_new_pwid_pos,DisaggTool,TX_NEW,TX_NEW,N,,PWID,,,,,,,,,,,Positive,,FALSE
TX_NEW|N||TG|||||||||||Positive||FALSE,tx_new_tg_pos,DisaggTool,TX_NEW,TX_NEW,N,,TG,,,,,,,,,,,Positive,,FALSE
TX_PVLS|D|||||||||||||Positive||FALSE,D_tx_pvls_D_fy19,DisaggTool,TX_PVLS,TX_PVLS,D,,,,,,,,,,,,,Positive,,FALSE
TX_PVLS|D|||||Routine||||<15|<15|AgeAggregated|Female|Positive||FALSE,tx_pvls_D_u15_f_rtn,DisaggTool,TX_PVLS,TX_PVLS,D,,,,,Routine,,,,<15,<15,AgeAggregated,Female,Positive,,FALSE
TX_PVLS|D|||||Routine||||<15|<15|AgeAggregated|Male|Positive||FALSE,tx_pvls_D_u15_m_rtn,DisaggTool,TX_PVLS,TX_PVLS,D,,,,,Routine,,,,<15,<15,AgeAggregated,Male,Positive,,FALSE
TX_PVLS|D|||||Routine||||||||Positive||FALSE,tx_pvls_D_rtn_pos,DisaggTool,TX_PVLS,TX_PVLS,D,,,,,Routine,,,,,,,,Positive,,FALSE
TX_PVLS|D|||||Routine||||15+|15+|AgeAggregated|Female|Positive||FALSE,tx_pvls_D_o15_f_rtn,DisaggTool,TX_PVLS,TX_PVLS,D,,,,,Routine,,,,15+,15+,AgeAggregated,Female,Positive,,FALSE
TX_PVLS|D|||||Routine||||15+|15+|AgeAggregated|Male|Positive||FALSE,tx_pvls_D_o15_m_rtn,DisaggTool,TX_PVLS,TX_PVLS,D,,,,,Routine,,,,15+,15+,AgeAggregated,Male,Positive,,FALSE
TX_PVLS|D|||||Targeted||||<15|<15|AgeAggregated|Female|Positive||FALSE,tx_pvls_D_u15_f_targeted,DisaggTool,TX_PVLS,TX_PVLS,D,,,,,Targeted,,,,<15,<15,AgeAggregated,Female,Positive,,FALSE
TX_PVLS|D|||||Targeted||||<15|<15|AgeAggregated|Male|Positive||FALSE,tx_pvls_D_u15_m_targeted,DisaggTool,TX_PVLS,TX_PVLS,D,,,,,Targeted,,,,<15,<15,AgeAggregated,Male,Positive,,FALSE
TX_PVLS|D|||||Targeted||||||||Positive||FALSE,tx_pvls_D_targeted_pos,DisaggTool,TX_PVLS,TX_PVLS,D,,,,,Targeted,,,,,,,,Positive,,FALSE
TX_PVLS|D|||||Targeted||||15+|15+|AgeAggregated|Female|Positive||FALSE,tx_pvls_D_o15_f_targeted,DisaggTool,TX_PVLS,TX_PVLS,D,,,,,Targeted,,,,15+,15+,AgeAggregated,Female,Positive,,FALSE
TX_PVLS|D|||||Targeted||||15+|15+|AgeAggregated|Male|Positive||FALSE,tx_pvls_D_o15_m_targeted,DisaggTool,TX_PVLS,TX_PVLS,D,,,,,Targeted,,,,15+,15+,AgeAggregated,Male,Positive,,FALSE
TX_PVLS|D|||||Undocumented Test Indication||||<15|<15|AgeAggregated|Female|Positive||FALSE,tx_pvls_D_u15_f_undoctest,DisaggTool,TX_PVLS,TX_PVLS,D,,,,,Undocumented Test Indication,,,,<15,<15,AgeAggregated,Female,Positive,,FALSE
TX_PVLS|D|||||Undocumented Test Indication||||<15|<15|AgeAggregated|Male|Positive||FALSE,tx_pvls_D_u15_m_undoctest,DisaggTool,TX_PVLS,TX_PVLS,D,,,,,Undocumented Test Indication,,,,<15,<15,AgeAggregated,Male,Positive,,FALSE
TX_PVLS|D|||||Undocumented Test Indication||||||||Positive||FALSE,tx_pvls_D_undoctest_pos,DisaggTool,TX_PVLS,TX_PVLS,D,,,,,Undocumented Test Indication,,,,,,,,Positive,,FALSE
TX_PVLS|D|||||Undocumented Test Indication||||15+|15+|AgeAggregated|Female|Positive||FALSE,tx_pvls_D_o15_f_undoctest,DisaggTool,TX_PVLS,TX_PVLS,D,,,,,Undocumented Test Indication,,,,15+,15+,AgeAggregated,Female,Positive,,FALSE
TX_PVLS|D|||||Undocumented Test Indication||||15+|15+|AgeAggregated|Male|Positive||FALSE,tx_pvls_D_o15_m_undoctest,DisaggTool,TX_PVLS,TX_PVLS,D,,,,,Undocumented Test Indication,,,,15+,15+,AgeAggregated,Male,Positive,,FALSE
TX_RET|D|||||||||<15|<15|AgeAggregated|Female|Positive|12mo|FALSE,tx_ret_D_u15_f_pos,DisaggTool,TX_RET,TX_RET,D,,,,,,,,,<15,<15,AgeAggregated,Female,Positive,12mo,FALSE
TX_RET|D|||||||||<15|<15|AgeAggregated|Male|Positive|12mo|FALSE,tx_ret_D_u15_m_pos,DisaggTool,TX_RET,TX_RET,D,,,,,,,,,<15,<15,AgeAggregated,Male,Positive,12mo,FALSE
TX_RET|D|||||||||||||Positive|12mo|FALSE,D_tx_ret_D_fy19,DisaggTool,TX_RET,TX_RET,D,,,,,,,,,,,,,Positive,12mo,FALSE
TX_RET|D|||||||||15+|15+|AgeAggregated|Female|Positive|12mo|FALSE,tx_ret_D_o15_f_pos,DisaggTool,TX_RET,TX_RET,D,,,,,,,,,15+,15+,AgeAggregated,Female,Positive,12mo,FALSE
TX_RET|D|||||||||15+|15+|AgeAggregated|Male|Positive|12mo|FALSE,tx_ret_D_o15_m_pos,DisaggTool,TX_RET,TX_RET,D,,,,,,,,,15+,15+,AgeAggregated,Male,Positive,12mo,FALSE
TX_RET|D|||||||Breastfeeding||||||Positive|12mo|FALSE,tx_ret_D_bf_pos,DisaggTool,TX_RET,TX_RET,D,,,,,,,Breastfeeding,,,,,,Positive,12mo,FALSE
TX_RET|D|||||||Pregnant||||||Positive|12mo|FALSE,tx_ret_D_preg_pos,DisaggTool,TX_RET,TX_RET,D,,,,,,,Pregnant,,,,,,Positive,12mo,FALSE
TX_RET|N|||||||||<15|<15|AgeAggregated|Female|Positive|12mo|FALSE,tx_ret_u15_f_pos,DisaggTool,TX_RET,TX_RET,N,,,,,,,,,<15,<15,AgeAggregated,Female,Positive,12mo,FALSE
TX_RET|N|||||||||<15|<15|AgeAggregated|Male|Positive|12mo|FALSE,tx_ret_u15_m_pos,DisaggTool,TX_RET,TX_RET,N,,,,,,,,,<15,<15,AgeAggregated,Male,Positive,12mo,FALSE
TX_RET|N|||||||||||||Positive|12mo|FALSE,D_tx_ret_fy19,DisaggTool,TX_RET,TX_RET,N,,,,,,,,,,,,,Positive,12mo,FALSE
TX_RET|N|||||||||15+|15+|AgeAggregated|Female|Positive|12mo|FALSE,tx_ret_o15_f_pos,DisaggTool,TX_RET,TX_RET,N,,,,,,,,,15+,15+,AgeAggregated,Female,Positive,12mo,FALSE
TX_RET|N|||||||||15+|15+|AgeAggregated|Male|Positive|12mo|FALSE,tx_ret_o15_m_pos,DisaggTool,TX_RET,TX_RET,N,,,,,,,,,15+,15+,AgeAggregated,Male,Positive,12mo,FALSE
TX_RET|N|||||||Breastfeeding||||||Positive|12mo|FALSE,tx_ret_bf_pos,DisaggTool,TX_RET,TX_RET,N,,,,,,,Breastfeeding,,,,,,Positive,12mo,FALSE
TX_RET|N|||||||Pregnant||||||Positive|12mo|FALSE,tx_ret_preg_pos,DisaggTool,TX_RET,TX_RET,N,,,,,,,Pregnant,,,,,,Positive,12mo,FALSE
TX_TB|D|||||||||<15|<15|AgeAggregated|Female|Positive||FALSE,tx_tb_D_u15_f_pos2,DisaggTool,TX_TB,TX_TB,D,,,,,,,,,<15,<15,AgeAggregated,Female,Positive,,FALSE
TX_TB|D|||||||||<15|<15|AgeAggregated|Male|Positive||FALSE,tx_tb_D_u15_m_pos,DisaggTool,TX_TB,TX_TB,D,,,,,,,,,<15,<15,AgeAggregated,Male,Positive,,FALSE
TX_TB|D|||||||||||||Positive||FALSE,D_tx_tb_D_fy19,DisaggTool,TX_TB,TX_TB,D,,,,,,,,,,,,,Positive,,FALSE
TX_TB|D|||||||||||||Positive|Other|FALSE,tx_tb_D_oth_pos,DisaggTool,TX_TB,TX_TB,D,,,,,,,,,,,,,Positive,Other,FALSE
TX_TB|D|||||||||||||Positive|Smear|FALSE,tx_tb_D_smear_pos,DisaggTool,TX_TB,TX_TB,D,,,,,,,,,,,,,Positive,Smear,FALSE
TX_TB|D|||||||||||||Positive|Specimen Sent|FALSE,tx_tb_D_sent_pos,DisaggTool,TX_TB,TX_TB,D,,,,,,,,,,,,,Positive,Specimen Sent,FALSE
TX_TB|D|||||||||||||Positive|Xpert|FALSE,tx_tb_D_xpert_pos,DisaggTool,TX_TB,TX_TB,D,,,,,,,,,,,,,Positive,Xpert,FALSE
TX_TB|D|||||||||15+|15+|AgeAggregated|Female|Positive||FALSE,tx_tb_D_o15_f_pos,DisaggTool,TX_TB,TX_TB,D,,,,,,,,,15+,15+,AgeAggregated,Female,Positive,,FALSE
